escs,repetidor,estatus_migratorio,genero,en_riesgo,mca_1,mca_2
-0.4632,Never repeated,Native,Female,Sin riesgo,-0.19969588578376016,0.2920138618685351
0.1024,Never repeated,Native,Female,Sin riesgo,-0.1869499241245791,0.12297330040705123
0.344,Repeated at least once,Native,Male,En riesgo,0.20468130086423444,-0.4435534129656329
-0.1248,Repeated at least once,Native,Female,En riesgo,0.054323977375439925,-0.4989205199109118
0.932,Never repeated,Native,Female,Sin riesgo,-0.20413606449860097,0.38253710224085086
-0.2346,Never repeated,Native,Female,Sin riesgo,-0.15469468850797896,0.031165966302089888
0.2274,Never repeated,First-Generation,Male,Sin riesgo,-0.16069151964173056,0.32597602627355404
-1.5634,Never repeated,Native,Female,En riesgo,-0.01941576664794943,-0.6269691621453987
-0.6638,Repeated at least once,First-Generation,Female,En riesgo,0.020131774081952113,-0.29094483185553327
-0.1013,Never repeated,Native,Male,Sin riesgo,-0.04403442980738924,-0.3092746201700523
0.6907,Never repeated,Native,Male,Sin riesgo,-0.19006869696252757,0.3548691623491778
0.6798,Never repeated,Native,Male,Sin riesgo,-0.12468300376911377,0.1559842404639643
0.3771,Never repeated,Native,Female,Sin riesgo,-0.22101821633180926,0.3644879851200695
1.2046,Never repeated,Native,Female,Sin riesgo,-0.16991795716455615,0.24419938458803783
-2.0108,Repeated at least once,Native,Female,Sin riesgo,0.25011298141322336,-0.9938955515574516
0.2433,Never repeated,Native,Male,Sin riesgo,-0.16550713679205348,0.12264327416349716
-0.8863,Never repeated,Native,Male,Sin riesgo,-0.10718350376517057,-0.05913502439263064
-1.5624,Never repeated,Native,Female,Sin riesgo,-0.1020433485610489,-0.3255372548801709
0.4363,Repeated at least once,Native,Male,Sin riesgo,1.0049543789167383,-0.24225284634692962
0.7197,Never repeated,Native,Male,Sin riesgo,-0.12981387891523039,0.012804127950850794
1.5456,Never repeated,Native,Female,Sin riesgo,-0.20948233421377163,0.49033312729169604
0.918,Never repeated,First-Generation,Female,Sin riesgo,0.0014273073183152238,0.03245578758632107
-0.7342,Never repeated,Native,Female,Sin riesgo,-0.14423640837055227,-0.062291636337957104
-1.6902,Never repeated,Native,Female,Sin riesgo,-0.06877027875080335,-0.3712216118719064
0.6082,Never repeated,Native,Female,Sin riesgo,-0.14564626763472902,0.014273899106842474
0.9878,Never repeated,Native,Female,Sin riesgo,-0.18689735463583315,0.40787993987860016
-0.0671,Repeated at least once,Native,Female,Sin riesgo,0.015809295921831706,-0.59439142113685
0.2794,Repeated at least once,Native,Female,En riesgo,-0.024647238934137672,-0.31456697672070044
-0.9887,Never repeated,Native,Male,Sin riesgo,-0.11790895324483038,-0.02219138442068717
-3.1901,Never repeated,Second-Generation,Female,Sin riesgo,0.019555048627111733,-0.6952953082709842
0.0901,Never repeated,Native,Female,Sin riesgo,-0.22917762365158054,0.4289645913978852
-0.2215,Never repeated,Native,Male,Sin riesgo,-0.17995832363067849,0.1784614349688694
-2.5215,Never repeated,Second-Generation,Female,Sin riesgo,-0.0465693376439472,-0.5872967395363747
1.2227,Never repeated,Native,Male,Sin riesgo,-0.1845925305721513,0.5556899301001312
-0.7817,Never repeated,Native,Male,Sin riesgo,-0.08118388886713772,-0.23014648849257507
0.2367,Never repeated,Native,Male,Sin riesgo,-0.22472944541404916,0.4660421897280074
-1.6648,Never repeated,Native,Male,Sin riesgo,-0.014128188162878155,-0.4573585725787109
1.1276,Never repeated,Native,Female,Sin riesgo,-0.15414843172247672,0.13817412985995567
-1.2449,Never repeated,Native,Male,Sin riesgo,0.14201321891401356,-0.2085638794135591
-0.3673,Never repeated,Native,Female,Sin riesgo,-0.16765049628996265,0.15485864598434296
-0.4922,Repeated at least once,First-Generation,Male,En riesgo,1.3874385205808604,-0.6134090608593152
-0.3858,Never repeated,Native,Male,Sin riesgo,-0.13813169098546835,0.11554775368707686
1.0235,Never repeated,Native,Male,Sin riesgo,-0.18085432299535276,0.4983615342815157
-1.6715,Never repeated,Native,Male,Sin riesgo,-0.09919314553337207,-0.19219798799083515
0.3471,Never repeated,Native,Male,En riesgo,-0.1779418028629193,0.4244728262125345
0.2264,Never repeated,Native,Male,Sin riesgo,-0.16914226142196676,0.19777389583184385
0.4509,Never repeated,Native,Male,Sin riesgo,-0.19652657832338455,0.22744009163957765
-1.6278,Never repeated,First-Generation,Female,Sin riesgo,0.01433441359330556,-0.6603805254993932
-1.8953,Repeated at least once,Native,Male,En riesgo,0.19993828050069412,-1.0570522485549376
0.9393,Never repeated,Native,Female,Sin riesgo,-0.21169403721073482,0.3102875001725512
-0.1932,Never repeated,Native,Female,Sin riesgo,-0.12617995571025795,-0.19268940746280416
-0.4048,Repeated at least once,Native,Male,En riesgo,0.2514885559465132,-0.4460294266921261
99.0,Never repeated,Native,Female,En riesgo,0.3075316580311462,0.1857225299083206
1.3305,Never repeated,Native,Male,Sin riesgo,-0.16390455512851132,0.23865455816254755
-0.9197,Repeated at least once,Second-Generation,Female,Sin riesgo,0.7249797926372477,-0.8507766072198298
1.6296,Never repeated,First-Generation,Female,Sin riesgo,-0.11604801119531721,0.22785647322835603
0.8079,Never repeated,Native,Female,Sin riesgo,-0.17167613482906124,0.19616578012420807
1.0378,Never repeated,Native,Female,Sin riesgo,-0.1979479523689609,0.5357962004890523
0.8666,Never repeated,Native,Male,Sin riesgo,-0.1932145227016928,0.42090200483302426
-1.8089,Repeated at least once,Second-Generation,Male,Sin riesgo,0.2034452999045366,-1.0861842592790694
1.3767,Never repeated,Native,Female,Sin riesgo,-0.2063352076384668,0.49155550874397086
-0.8363,Never repeated,First-Generation,Female,Sin riesgo,0.019648492961113893,-0.6506472195794292
1.0619,Never repeated,Native,Female,Sin riesgo,-0.20689853759519605,0.5112104287842407
-0.9643,Never repeated,Native,Female,Sin riesgo,-0.10996859845092322,-0.20746796874159187
0.9123,Never repeated,Native,Male,En riesgo,-0.02296408296840496,0.06305120615809963
0.523,Never repeated,Native,Male,Sin riesgo,-0.20383881964197895,0.33126401470249817
0.5381,Repeated at least once,Native,Male,Sin riesgo,0.1331565303210827,-0.5146668957025268
-0.5153,Repeated at least once,Second-Generation,Male,Sin riesgo,0.14631593913774038,-0.6910135684314564
-1.893,Never repeated,Second-Generation,Female,En riesgo,0.06346497255578444,-0.976364009328888
-0.8134,Never repeated,Native,Male,Sin riesgo,-0.1304891962093655,-0.05090107259749178
0.8928,Repeated at least once,Native,Male,En riesgo,0.014202319221295128,-0.42639419323635147
0.655,Never repeated,Native,Female,Sin riesgo,-0.2465746113827491,0.4570889458483547
