Curso de ingreso;Comunidad autónoma;Sexo;Años desde el ingreso;Situación educativa;Total
2016-2017 (1);Extremadura;Mujeres;3er año;Matriculado mismo ciclo;19,8
2016-2017 (1);Extremadura;Mujeres;3er año;Matriculados otro ciclo;2,6
2016-2017 (1);Extremadura;Mujeres;3er año;Bachillerato;0,8
2016-2017 (1);Extremadura;Mujeres;3er año;Otras Enseñanzas;1,3
2016-2017 (1);Extremadura;Mujeres;3er año;Sin Matricula;14,9
2016-2017 (1);Extremadura;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Extremadura;Mujeres;4º año;Terminan años anteriores;76,3
2016-2017 (1);Extremadura;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Extremadura;Mujeres;4º año;Matriculados otro ciclo;6,9
2016-2017 (1);Extremadura;Mujeres;4º año;Bachillerato;0,8
2016-2017 (1);Extremadura;Mujeres;4º año;Otras Enseñanzas;0,9
2016-2017 (1);Extremadura;Mujeres;4º año;Sin Matricula;15,0
2016-2017 (1);Extremadura;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Extremadura;Mujeres;5º año;Terminan años anteriores;80,5
2016-2017 (1);Extremadura;Mujeres;5º año;Matriculado mismo ciclo;1,6
2016-2017 (1);Extremadura;Mujeres;5º año;Matriculados otro ciclo;1,6
2016-2017 (1);Extremadura;Mujeres;5º año;Bachillerato;0,4
2016-2017 (1);Extremadura;Mujeres;5º año;Otras Enseñanzas;0,9
2016-2017 (1);Extremadura;Mujeres;5º año;Sin Matricula;15,0
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Matriculado mismo ciclo;71,7
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Matriculados otro ciclo;7,4
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Bachillerato;2,1
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Otras Enseñanzas;1,5
2016-2017 (1);Galicia;AMBOS SEXOS;2º año;Sin Matricula;17,4
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Terminan años anteriores;43,6
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Matriculado mismo ciclo;21,2
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Matriculados otro ciclo;8,4
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Bachillerato;1,7
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Otras Enseñanzas;1,6
2016-2017 (1);Galicia;AMBOS SEXOS;3er año;Sin Matricula;23,4
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Terminan años anteriores;58,9
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Matriculados otro ciclo;12,6
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Bachillerato;1,3
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Otras Enseñanzas;1,3
2016-2017 (1);Galicia;AMBOS SEXOS;4º año;Sin Matricula;25,9
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Terminan años anteriores;64,2
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Matriculado mismo ciclo;2,5
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Matriculados otro ciclo;4,6
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Bachillerato;0,8
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Otras Enseñanzas;1,3
2016-2017 (1);Galicia;AMBOS SEXOS;5º año;Sin Matricula;26,5
2016-2017 (1);Galicia;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Galicia;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Galicia;Hombres;2º año;Matriculado mismo ciclo;67,8
2016-2017 (1);Galicia;Hombres;2º año;Matriculados otro ciclo;9,1
2016-2017 (1);Galicia;Hombres;2º año;Bachillerato;2,3
2016-2017 (1);Galicia;Hombres;2º año;Otras Enseñanzas;1,7
2016-2017 (1);Galicia;Hombres;2º año;Sin Matricula;19,2
2016-2017 (1);Galicia;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Galicia;Hombres;3er año;Terminan años anteriores;36,0
2016-2017 (1);Galicia;Hombres;3er año;Matriculado mismo ciclo;23,7
2016-2017 (1);Galicia;Hombres;3er año;Matriculados otro ciclo;10,0
2016-2017 (1);Galicia;Hombres;3er año;Bachillerato;2,0
2016-2017 (1);Galicia;Hombres;3er año;Otras Enseñanzas;1,7
2016-2017 (1);Galicia;Hombres;3er año;Sin Matricula;26,6
2016-2017 (1);Galicia;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Galicia;Hombres;4º año;Terminan años anteriores;52,3
2016-2017 (1);Galicia;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Galicia;Hombres;4º año;Matriculados otro ciclo;15,0
2016-2017 (1);Galicia;Hombres;4º año;Bachillerato;1,2
2016-2017 (1);Galicia;Hombres;4º año;Otras Enseñanzas;1,5
2016-2017 (1);Galicia;Hombres;4º año;Sin Matricula;29,9
2016-2017 (1);Galicia;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Galicia;Hombres;5º año;Terminan años anteriores;59,0
2016-2017 (1);Galicia;Hombres;5º año;Matriculado mismo ciclo;2,9
2016-2017 (1);Galicia;Hombres;5º año;Matriculados otro ciclo;5,3
2016-2017 (1);Galicia;Hombres;5º año;Bachillerato;0,7
2016-2017 (1);Galicia;Hombres;5º año;Otras Enseñanzas;1,4
2016-2017 (1);Galicia;Hombres;5º año;Sin Matricula;30,8
2016-2017 (1);Galicia;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Galicia;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Galicia;Mujeres;2º año;Matriculado mismo ciclo;77,2
2016-2017 (1);Galicia;Mujeres;2º año;Matriculados otro ciclo;4,8
2016-2017 (1);Galicia;Mujeres;2º año;Bachillerato;1,7
2016-2017 (1);Galicia;Mujeres;2º año;Otras Enseñanzas;1,3
2016-2017 (1);Galicia;Mujeres;2º año;Sin Matricula;14,9
2016-2017 (1);Galicia;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Galicia;Mujeres;3er año;Terminan años anteriores;54,5
2016-2017 (1);Galicia;Mujeres;3er año;Matriculado mismo ciclo;17,7
2016-2017 (1);Galicia;Mujeres;3er año;Matriculados otro ciclo;6,2
2016-2017 (1);Galicia;Mujeres;3er año;Bachillerato;1,4
2016-2017 (1);Galicia;Mujeres;3er año;Otras Enseñanzas;1,4
2016-2017 (1);Galicia;Mujeres;3er año;Sin Matricula;18,8
2016-2017 (1);Galicia;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Galicia;Mujeres;4º año;Terminan años anteriores;68,2
2016-2017 (1);Galicia;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Galicia;Mujeres;4º año;Matriculados otro ciclo;9,1
2016-2017 (1);Galicia;Mujeres;4º año;Bachillerato;1,4
2016-2017 (1);Galicia;Mujeres;4º año;Otras Enseñanzas;1,0
2016-2017 (1);Galicia;Mujeres;4º año;Sin Matricula;20,3
2016-2017 (1);Galicia;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Galicia;Mujeres;5º año;Terminan años anteriores;71,7
2016-2017 (1);Galicia;Mujeres;5º año;Matriculado mismo ciclo;2,1
2016-2017 (1);Galicia;Mujeres;5º año;Matriculados otro ciclo;3,7
2016-2017 (1);Galicia;Mujeres;5º año;Bachillerato;1,0
2016-2017 (1);Galicia;Mujeres;5º año;Otras Enseñanzas;1,1
2016-2017 (1);Galicia;Mujeres;5º año;Sin Matricula;20,4
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Matriculado mismo ciclo;69,1
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,9
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Bachillerato;1,3
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Otras Enseñanzas;1,2
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;2º año;Sin Matricula;22,5
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Terminan años anteriores;42,5
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Matriculado mismo ciclo;16,2
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,4
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Bachillerato;1,3
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Otras Enseñanzas;2,5
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;3er año;Sin Matricula;32,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Terminan años anteriores;53,6
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Matriculados otro ciclo;8,1
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Bachillerato;1,2
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Otras Enseñanzas;2,7
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;4º año;Sin Matricula;34,4
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Terminan años anteriores;57,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,7
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Matriculados otro ciclo;3,2
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Bachillerato;1,0
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Otras Enseñanzas;2,6
2016-2017 (1);Madrid, Comunidad de;AMBOS SEXOS;5º año;Sin Matricula;34,5
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Terminan años anteriores;.
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Matriculado mismo ciclo;66,0
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Matriculados otro ciclo;7,5
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Bachillerato;1,4
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Otras Enseñanzas;1,5
2016-2017 (1);Madrid, Comunidad de;Hombres;2º año;Sin Matricula;23,5
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Terminan años anteriores;37,9
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Matriculado mismo ciclo;17,1
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Matriculados otro ciclo;6,4
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Bachillerato;1,4
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Otras Enseñanzas;2,8
2016-2017 (1);Madrid, Comunidad de;Hombres;3er año;Sin Matricula;34,5
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Terminan años anteriores;49,7
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Matriculados otro ciclo;9,2
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Bachillerato;1,3
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Otras Enseñanzas;2,9
2016-2017 (1);Madrid, Comunidad de;Hombres;4º año;Sin Matricula;36,9
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Terminan años anteriores;53,4
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Matriculado mismo ciclo;1,8
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Matriculados otro ciclo;3,5
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Bachillerato;1,1
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Otras Enseñanzas;2,7
2016-2017 (1);Madrid, Comunidad de;Hombres;5º año;Sin Matricula;37,4
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Terminan años anteriores;.
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Matriculado mismo ciclo;73,2
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Matriculados otro ciclo;3,8
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Bachillerato;1,1
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Otras Enseñanzas;0,8
2016-2017 (1);Madrid, Comunidad de;Mujeres;2º año;Sin Matricula;21,1
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Terminan años anteriores;48,5
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Matriculado mismo ciclo;15,1
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Matriculados otro ciclo;4,2
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Bachillerato;1,3
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Otras Enseñanzas;2,2
2016-2017 (1);Madrid, Comunidad de;Mujeres;3er año;Sin Matricula;28,7
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Terminan años anteriores;58,7
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Matriculados otro ciclo;6,8
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Bachillerato;1,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Otras Enseñanzas;2,5
2016-2017 (1);Madrid, Comunidad de;Mujeres;4º año;Sin Matricula;31,1
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;TOTAL;100,0
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Terminan años anteriores;61,8
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Matriculado mismo ciclo;1,4
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Matriculados otro ciclo;2,7
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Bachillerato;0,9
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Otras Enseñanzas;2,5
2016-2017 (1);Madrid, Comunidad de;Mujeres;5º año;Sin Matricula;30,7
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;TOTAL;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;2º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;TOTAL;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Bachillerato;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;3er año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;TOTAL;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;4º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;TOTAL;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);AMBOS SEXOS;5º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Hombres;2º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;TOTAL;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;Matriculado mismo ciclo;.
2016-2017 (1);Murcia (Región de);Hombres;3er año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Hombres;3er año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Hombres;4º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Hombres;5º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Mujeres;2º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;TOTAL;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Mujeres;3er año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Mujeres;4º año;Sin Matricula;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;TOTAL;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Terminan años anteriores;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Matriculado mismo ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Matriculados otro ciclo;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Bachillerato;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Otras Enseñanzas;..
2016-2017 (1);Murcia (Región de);Mujeres;5º año;Sin Matricula;..
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;TOTAL;100,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Terminan años anteriores;.
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Matriculado mismo ciclo;81,2
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,3
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Bachillerato;1,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Otras Enseñanzas;0,3
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;2º año;Sin Matricula;12,2
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;TOTAL;100,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Terminan años anteriores;52,3
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Matriculado mismo ciclo;23,7
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,3
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Bachillerato;1,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Otras Enseñanzas;0,6
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;3er año;Sin Matricula;17,1
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;TOTAL;100,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Terminan años anteriores;69,2
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Matriculado mismo ciclo;0,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Matriculados otro ciclo;9,6
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Bachillerato;0,6
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Otras Enseñanzas;0,6
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;4º año;Sin Matricula;20,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;5º año;TOTAL;100,0
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;5º año;Terminan años anteriores;74,8
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,2
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;5º año;Matriculados otro ciclo;1,7
2016-2017 (1);Navarra, Comunidad Foral de;AMBOS SEXOS;5º año;Bachillerato;0,5
